timestep,dwellings,lad16nm,lad_uk_2016
2042,150275.05399999997,,E08000028
2042,103293.187,,E08000029
2042,129114.62800000003,,E08000030
2042,119265.144,,E08000031
2042,220586.43100000004,,E08000032
2042,103847.716,,E08000033
2042,202164.12999999998,,E08000034
2042,370908.1020000001,,E08000035
2042,167971.485,,E08000036
2042,97210.56099999999,,E08000037
2042,3640.185000000001,,E09000001
2042,104374.12400000001,,E09000002
2042,190817.1009999999,,E09000003
2042,124530.80000000002,,E09000004
2042,135122.34599999996,,E09000005
2042,174553.548,,E09000006
2042,137189.63300000003,,E09000007
2042,186777.58500000002,,E09000008
2042,140029.04399999997,,E09000009
2042,161973.883,,E09000010
2042,143705.23099999997,,E09000011
2042,154052.99300000002,,E09000012
2042,86337.29799999997,,E09000013
2042,136768.427,,E09000014
2042,99955.88900000002,,E09000015
2042,133815.90200000003,,E09000016
2042,135797.08800000005,,E09000017
2042,118668.55800000002,,E09000018
2042,131035.04000000005,,E09000019
2042,81023.182,,E09000020
2042,84660.34900000002,,E09000021
2042,161699.781,,E09000022
2042,163513.794,,E09000023
2042,92714.23599999998,,E09000024
2042,146293.52899999998,,E09000025
2042,139762.978,,E09000026
2042,98445.08600000001,,E09000027
2042,160808.577,,E09000028
2042,99553.34300000002,,E09000029
2042,178393.609,,E09000030
2042,126265.83000000002,,E09000031
2042,152534.821,,E09000032
2042,137421.18699999998,,E09000033
2042,31187.48050800003,,W06000001
2042,59992.061603000046,,W06000002
2042,54179.67946700001,,W06000003
2042,42826.894510000006,,W06000004
2042,69051.32478600003,,W06000005
2042,67832.91229200002,,W06000006
2042,35380.025708999994,,W06000008
2042,56156.20492299998,,W06000009
2042,84536.8840900001,,W06000010
2042,124909.08461200004,,W06000011
2042,63835.25322000004,,W06000012
2042,65976.55635500002,,W06000013
2042,58644.42448300002,,W06000014
2042,201147.77388499994,,W06000015
2042,115029.94472599996,,W06000016
2042,79951.97417700008,,W06000018
2042,30827.840652000017,,W06000019
2042,40590.16342399999,,W06000020
2042,40703.61345999997,,W06000021
2042,70757.81446399994,,W06000022
2042,56721.39916699997,,W06000023
2042,24382.98251899999,,W06000024
2042,22713.0,,S12000005
2042,70380.0,,S12000006
2042,56565.0,,S12000008
2042,56947.0,,S12000010
2042,47970.0,,S12000011
2042,12140.0,,S12000013
2042,82326.0,,S12000014
2042,170176.0,,S12000015
2042,115906.0,,S12000017
2042,35663.0,,S12000018
2042,52044.0,,S12000019
2042,49368.0,,S12000020
2042,62921.0,,S12000021
2042,11061.0,,S12000023
2042,77400.0,,S12000024
2042,58261.0,,S12000026
2042,10890.0,,S12000027
2042,53057.0,,S12000028
2042,161737.0,,S12000029
2042,46196.0,,S12000030
2042,122179.0,,S12000033
2042,129257.0,,S12000034
2042,39993.0,,S12000035
2042,293701.0,,S12000036
2042,95228.0,,S12000038
2042,44113.0,,S12000039
2042,93956.0,,S12000040
2042,57479.0,,S12000041
2042,76798.0,,S12000042
2042,164507.0,,S12000044
2042,47777.0,,S12000045
2042,337333.0,,S12000046
2042,60965.0,,N09000001
2042,98232.0,,N09000002
2042,152378.0,,N09000003
2042,58784.0,,N09000004
2042,60168.0,,N09000005
2042,47422.0,,N09000006
2042,68924.0,,N09000007
2042,60138.0,,N09000008
2042,61552.0,,N09000009
2042,76743.0,,N09000010
2042,70496.0,,N09000011
2043,44115.54699999999,,E06000001
2043,59449.73199999996,,E06000002
2043,63614.664000000004,,E06000003
2043,90213.47699999998,,E06000004
2043,50177.244999999995,,E06000005
2043,59531.568000000014,,E06000006
2043,104007.40599999999,,E06000007
2043,59484.24599999996,,E06000008
2043,63663.254000000015,,E06000009
2043,120394.88200000009,,E06000010
2043,159251.70399999997,,E06000011
2043,73112.617,,E06000012
2043,80856.74999999999,,E06000013
2043,97630.05299999996,,E06000014
2043,119500.33499999999,,E06000015
2043,148204.28300000005,,E06000016
2043,19251.335000000014,,E06000017
2043,146300.5579999999,,E06000018
2043,93877.73799999998,,E06000019
2043,81569.29500000001,,E06000020
2043,119838.199,,E06000021
2043,89653.017,,E06000022
2043,234277.19199999998,,E06000023
2043,116553.64100000005,,E06000024
2043,143304.17299999995,,E06000025
2043,120200.56399999995,,E06000026
2043,71421.223,,E06000027
2043,103855.58499999996,,E06000028
2043,73895.33199999997,,E06000029
2043,109314.15200000006,,E06000030
2043,94306.69099999999,,E06000033
2043,84963.92599999999,,E06000034
2043,139163.93399999995,,E06000035
2043,57670.71999999997,,E06000036
2043,75124.01400000005,,E06000037
2043,75819.29100000004,,E06000038
2043,63239.53700000001,,E06000039
2043,68955.917,,E06000040
2043,74895.27799999996,,E06000041
2043,148845.02599999998,,E06000043
2043,102828.45300000001,,E06000044
2043,116120.25100000002,,E06000045
2043,73894.86300000006,,E06000046
2043,253384.072,,E06000047
2043,183614.73299999995,,E06000049
2043,160338.38599999977,,E06000050
2043,158054.18899999987,,E06000051
2043,285250.5299999999,,E06000052
2043,1023.1809999999996,,E06000053
2043,245876.68100000004,,E06000054
2043,150376.11500000005,,E06000057
2043,46881.087,,E07000008
2043,44184.394000000015,,E07000009
2043,87743.845,,E07000011
2043,75760.57599999997,,E07000012
2043,44792.28,,E07000026
2043,28899.82399999999,,E07000027
2043,50884.53100000002,,E07000028
2043,27923.379000000008,,E07000029
2043,24839.577000000005,,E07000030
2043,48822.53499999997,,E07000031
2043,62242.51199999997,,E07000032
2043,39681.12499999997,,E07000033
2043,52041.45899999997,,E07000034
2043,34782.35599999999,,E07000035
2043,58511.340000000026,,E07000036
2043,44751.70900000002,,E07000037
2043,48566.47000000001,,E07000038
2043,52839.44699999999,,E07000039
2043,79675.71400000005,,E07000040
2043,65259.80099999999,,E07000041
2043,39748.73699999998,,E07000042
2043,45510.28999999999,,E07000043
2043,43200.77800000002,,E07000044
2043,70548.75000000001,,E07000045
2043,36237.21400000001,,E07000046
2043,27424.477,,E07000047
2043,27118.50100000001,,E07000048
2043,44938.95399999999,,E07000049
2043,35573.80700000001,,E07000050
2043,23086.539000000004,,E07000051
2043,54332.86500000002,,E07000052
2043,33712.239999999976,,E07000053
2043,59397.24000000002,,E07000061
2043,50884.98400000002,,E07000062
2043,55268.625999999975,,E07000063
2043,55222.115000000005,,E07000064
2043,87870.64800000004,,E07000065
2043,95034.78,,E07000066
2043,76246.121,,E07000067
2043,38893.88599999999,,E07000068
2043,43655.576000000015,,E07000069
2043,86496.77500000005,,E07000070
2043,100741.96499999994,,E07000071
2043,67030.68100000001,,E07000072
2043,42216.21299999999,,E07000073
2043,32288.23499999997,,E07000074
2043,41669.905,,E07000075
2043,84405.47700000004,,E07000076
2043,45161.20799999997,,E07000077
2043,58433.062000000005,,E07000078
2043,44708.84099999999,,E07000079
2043,43016.18099999998,,E07000080
2043,65441.65699999998,,E07000081
2043,61112.97499999999,,E07000082
2043,48132.78600000002,,E07000083
2043,85869.23299999998,,E07000084
2043,57362.69499999998,,E07000085
2043,64065.38600000002,,E07000086
2043,57573.42,,E07000087
2043,43908.603,,E07000088
2043,42077.23500000003,,E07000089
2043,62224.43699999996,,E07000090
2043,90847.12899999996,,E07000091
2043,40999.67599999999,,E07000092
2043,60142.69200000001,,E07000093
2043,58702.807000000015,,E07000094
2043,47404.84399999998,,E07000095
2043,78234.01600000003,,E07000096
2043,49595.2,,E07000098
2043,68670.035,,E07000099
2043,46250.762999999984,,E07000102
2043,48855.97799999999,,E07000103
2043,67634.83899999998,,E07000105
2043,84583.55400000006,,E07000106
2043,57900.49200000001,,E07000107
2043,60895.141,,E07000108
2043,52301.771999999975,,E07000109
2043,87164.97900000002,,E07000110
2043,58021.511,,E07000111
2043,62556.17900000001,,E07000112
2043,79009.03399999999,,E07000113
2043,82625.79199999999,,E07000114
2043,63567.753999999986,,E07000115
2043,57289.470000000016,,E07000116
2043,38773.613000000005,,E07000117
2043,60017.87300000001,,E07000118
2043,42537.43999999999,,E07000119
2043,35290.51300000001,,E07000120
2043,61927.07600000001,,E07000121
2043,39759.39700000001,,E07000122
2043,59189.098000000005,,E07000123
2043,28582.55199999999,,E07000124
2043,33565.93700000003,,E07000125
2043,50690.23899999997,,E07000126
2043,49251.818,,E07000127
2043,54314.182,,E07000128
2043,49524.02299999996,,E07000129
2043,89760.68999999994,,E07000130
2043,47234.942,,E07000131
2043,59198.38800000001,,E07000132
2043,24424.416,,E07000133
2043,51927.13100000001,,E07000134
2043,23146.40999999999,,E07000135
2043,31959.89899999999,,E07000136
2043,71235.71100000002,,E07000137
2043,45607.57700000003,,E07000138
2043,57955.234,,E07000139
2043,46621.778999999995,,E07000140
2043,74968.12500000003,,E07000141
2043,48750.191000000006,,E07000142
2043,71943.29199999997,,E07000143
2043,63163.11099999999,,E07000144
2043,48758.03900000002,,E07000145
2043,74467.038,,E07000146
2043,55639.63200000001,,E07000147
2043,71950.29200000002,,E07000148
2043,73102.35199999998,,E07000149
2043,28474.79800000001,,E07000163
2043,42834.581000000006,,E07000164
2043,75482.86299999998,,E07000165
2043,21538.927999999996,,E07000166
2043,27570.509999999987,,E07000167
2043,52532.47499999998,,E07000168
2043,43086.85699999999,,E07000169
2043,64696.878,,E07000170
2043,55166.54700000002,,E07000171
2043,54382.642000000014,,E07000172
2043,60005.46700000002,,E07000173
2043,54074.50800000001,,E07000174
2043,62296.11600000002,,E07000175
2043,56875.836,,E07000176
2043,58777.111999999994,,E07000187
2043,65341.122,,E07000188
2043,84361.187,,E07000189
2043,62346.549,,E07000190
2043,17672.48200000001,,E07000191
2043,46309.739,,E07000192
2043,56332.64899999996,,E07000193
2043,47616.194,,E07000194
2043,63019.33799999997,,E07000195
2043,51447.721000000005,,E07000196
2043,63832.330000000016,,E07000197
2043,46237.13500000002,,E07000198
2043,34157.28200000001,,E07000199
2043,47144.062000000005,,E07000200
2043,32071.583999999995,,E07000201
2043,70216.443,,E07000202
2043,52823.744000000006,,E07000203
2043,54008.337,,E07000204
2043,66582.81100000002,,E07000205
2043,60352.581999999995,,E07000206
2043,62917.719,,E07000207
2043,37556.35600000001,,E07000208
2043,64122.076,,E07000209
2043,42732.94200000002,,E07000210
2043,71596.89200000004,,E07000211
2043,40707.58500000001,,E07000212
2043,46492.515,,E07000213
2043,38982.518999999986,,E07000214
2043,43444.84,,E07000215
2043,56187.27199999998,,E07000216
2043,44399.77000000002,,E07000217
2043,30460.16099999999,,E07000218
2043,62895.712000000014,,E07000219
2043,53034.04699999999,,E07000220
2043,60998.93799999998,,E07000221
2043,66931.59000000003,,E07000222
2043,34286.98199999999,,E07000223
2043,90586.93200000002,,E07000224
2043,64407.035,,E07000225
2043,52733.609,,E07000226
2043,72788.57500000006,,E07000227
2043,75928.362,,E07000228
2043,63170.28200000002,,E07000229
2043,47421.904000000024,,E07000234
2043,39442.48199999998,,E07000235
2043,37399.582,,E07000236
2043,49949.894,,E07000237
2043,63883.668000000005,,E07000238
2043,49564.01299999996,,E07000239
2043,68603.18099999998,,E07000240
2043,61019.375999999975,,E07000241
2043,77474.63599999997,,E07000242
2043,44272.115,,E07000243
2043,131599.585,,E08000001
2043,88539.08300000001,,E08000002
2043,259499.78199999986,,E08000003
2043,105929.56099999999,,E08000004
2043,101262.19399999996,,E08000005
2043,136058.24699999992,,E08000006
2043,142211.4860000001,,E08000007
2043,107720.35299999992,,E08000008
2043,114249.89400000006,,E08000009
2043,155851.37199999992,,E08000010
2043,69080.39399999999,,E08000011
2043,256357.87999999992,,E08000012
2043,86467.761,,E08000013
2043,129897.97500000003,,E08000014
2043,152677.424,,E08000015
2043,128932.09300000008,,E08000016
2043,142379.38200000004,,E08000017
2043,122976.91900000007,,E08000018
2043,276881.9,,E08000019
2043,135624.62900000002,,E08000021
2043,103448.293,,E08000022
2043,73271.90800000005,,E08000023
2043,127271.82700000008,,E08000024
2043,504696.2679999998,,E08000025
2043,192415.64499999996,,E08000026
2043,145641.34700000013,,E08000027
2043,151302.58499999996,,E08000028
2043,103884.133,,E08000029
2043,129921.80600000004,,E08000030
2043,119895.155,,E08000031
2043,221247.12600000005,,E08000032
2043,104206.685,,E08000033
2043,202958.37899999996,,E08000034
2043,372474.63300000015,,E08000035
2043,168760.26299999998,,E08000036
2043,97501.14099999997,,E08000037
2043,3660.188000000001,,E09000001
2043,105300.78700000001,,E09000002
2043,192316.91399999987,,E09000003
2043,125630.88900000002,,E09000004
2043,135846.18499999994,,E09000005
2043,175911.141,,E09000006
2043,138178.84900000005,,E09000007
2043,188045.35800000004,,E09000008
2043,140620.72199999995,,E09000009
2043,163205.318,,E09000010
2043,144945.43399999995,,E09000011
2043,155426.41700000002,,E09000012
2043,86656.95099999994,,E09000013
2043,137739.995,,E09000014
2043,100485.01500000004,,E09000015
2043,135131.67000000004,,E09000016
2043,136725.62000000008,,E09000017
2043,119313.00600000002,,E09000018
2043,131976.17200000008,,E09000019
2043,81305.099,,E09000020
2043,85213.87800000003,,E09000021
2043,162715.93099999998,,E09000022
2043,164772.644,,E09000023
2043,93255.47599999997,,E09000024
2043,147460.66699999996,,E09000025
2043,140887.049,,E09000026
2043,98981.26600000002,,E09000027
2043,161925.93399999998,,E09000028
2043,100219.94500000004,,E09000029
2043,180042.076,,E09000030
2043,127148.60700000002,,E09000031
2043,153445.998,,E09000032
2043,138201.78699999995,,E09000033
2043,31143.272378000038,,W06000001
2043,60184.04451400006,,W06000002
2043,54144.42208200001,,W06000003
2043,42803.89933000001,,W06000004
2043,69005.40097400003,,W06000005
2043,68078.49105800003,,W06000006
2043,35468.31658399999,,W06000008
2043,56081.68281199998,,W06000009
2043,84540.37655100012,,W06000010
2043,125465.59236400004,,W06000011
2043,63826.42596500005,,W06000012
2043,66063.42630500003,,W06000013
2043,58631.98504500002,,W06000014
2043,203098.20454599994,,W06000015
2043,115364.68565999994,,W06000016
2043,79961.3362360001,,W06000018
2043,30777.593946000023,,W06000019
2043,40562.51905099999,,W06000020
2043,40604.05585699996,,W06000021
2043,71000.36466399992,,W06000022
2043,56430.80404299996,,W06000023
2043,24343.979663999988,,W06000024
2043,22699.0,,S12000005
2043,70347.0,,S12000006
2043,56550.0,,S12000008
2043,57319.0,,S12000010
2043,48295.0,,S12000011
2043,12092.0,,S12000013
2043,82580.0,,S12000014
2043,170526.0,,S12000015
2043,115992.0,,S12000017
2043,35499.0,,S12000018
2043,52545.0,,S12000019
2043,49581.0,,S12000020
2043,62799.0,,S12000021
2043,11072.0,,S12000023
2043,77668.0,,S12000024
2043,58342.0,,S12000026
2043,10889.0,,S12000027
2043,52998.0,,S12000028
2043,162156.0,,S12000029
2043,46430.0,,S12000030
2043,122693.0,,S12000033
2043,129765.0,,S12000034
2043,39859.0,,S12000035
2043,295638.0,,S12000036
2043,95495.0,,S12000038
2043,44077.0,,S12000039
2043,94430.0,,S12000040
2043,57524.0,,S12000041
2043,77054.0,,S12000042
2043,164694.0,,S12000044
2043,47978.0,,S12000045
2043,338740.0,,S12000046
2043,61057.0,,N09000001
2043,98831.0,,N09000002
2043,152648.0,,N09000003
2043,58755.0,,N09000004
2043,60133.0,,N09000005
2043,47473.0,,N09000006
2043,69337.0,,N09000007
2043,60171.0,,N09000008
2043,61903.0,,N09000009
2043,77024.0,,N09000010
2043,70483.0,,N09000011
2044,44188.62599999999,,E06000001
2044,59519.314999999944,,E06000002
2044,63649.183000000005,,E06000003
2044,90450.17899999997,,E06000004
2044,50254.42599999999,,E06000005
2044,59653.42700000002,,E06000006
2044,104465.08599999998,,E06000007
2044,59557.37999999995,,E06000008
2044,63766.35400000002,,E06000009
2044,120644.32300000012,,E06000010
2044,159601.73199999996,,E06000011
2044,73216.302,,E06000012
2044,81086.59299999998,,E06000013
2044,98024.35599999994,,E06000014
2044,120090.21999999999,,E06000015
2044,149052.70500000007,,E06000016
2044,19351.96700000002,,E06000017
2044,146995.85499999986,,E06000018
2044,94271.45099999997,,E06000019
2044,81965.71300000002,,E06000020
2044,120249.711,,E06000021
2044,90122.47200000001,,E06000022
2044,235896.87299999996,,E06000023
2044,117359.70300000007,,E06000024
2044,144398.69399999993,,E06000025
2044,120601.72099999993,,E06000026
2044,71786.662,,E06000027
2044,104412.28999999995,,E06000028
2044,74241.39599999995,,E06000029
2044,109883.23700000008,,E06000030
2044,94993.98199999999,,E06000033
2044,85696.77799999999,,E06000034
2044,140190.34299999994,,E06000035
2044,57949.02799999996,,E06000036
2044,75432.21000000008,,E06000037
2044,76192.76800000005,,E06000038
2044,63525.085000000014,,E06000039
2044,69272.149,,E06000040
2044,75251.52399999995,,E06000041
2044,149689.50199999998,,E06000043
2044,103331.81900000002,,E06000044
2044,116652.52200000003,,E06000045
2044,74231.62600000008,,E06000046
2044,254025.93099999998,,E06000047
2044,184227.97399999993,,E06000049
2044,160801.23199999967,,E06000050
2044,158709.01699999982,,E06000051
2044,286675.0379999999,,E06000052
2044,1024.5419999999995,,E06000053
2044,247075.90000000005,,E06000054
2044,150481.31100000007,,E06000057
2044,47022.896,,E07000008
2044,44418.63400000002,,E07000009
2044,88220.887,,E07000011
2044,76145.71799999996,,E07000012
2044,44817.943,,E07000026
2044,28822.162999999986,,E07000027
2044,50912.02100000002,,E07000028
2044,27854.60900000001,,E07000029
2044,24851.603000000006,,E07000030
2044,48846.11999999995,,E07000031
2044,62488.28199999996,,E07000032
2044,39859.60999999996,,E07000033
2044,52183.22899999996,,E07000034
2044,34864.25299999999,,E07000035
2044,58812.64400000004,,E07000036
2044,44870.39400000002,,E07000037
2044,48705.75700000001,,E07000038
2044,53148.45899999999,,E07000039
2044,80240.59700000007,,E07000040
2044,65663.11299999998,,E07000041
2044,39940.88999999997,,E07000042
2044,45690.82899999999,,E07000043
2044,43345.24000000003,,E07000044
2044,70988.61900000002,,E07000045
2044,36423.22200000001,,E07000046
2044,27541.201999999997,,E07000047
2044,27304.449000000015,,E07000048
2044,45157.25599999999,,E07000049
2044,35730.59000000001,,E07000050
2044,23181.403000000006,,E07000051
2044,54579.29100000003,,E07000052
2044,33841.58599999997,,E07000053
2044,59845.931000000026,,E07000061
2044,51187.20800000003,,E07000062
2044,55666.26699999996,,E07000063
