timestep,dwellings,lad16nm,lad_uk_2016
2020,47814.208,,E07000126
2020,46721.40800000001,,E07000127
2020,49363.668000000005,,E07000128
2020,42233.334,,E07000129
2020,73639.05600000001,,E07000130
2020,38891.262,,E07000131
2020,50178.90700000001,,E07000132
2020,22489.893000000004,,E07000133
2020,43207.812000000005,,E07000134
2020,20941.186,,E07000135
2020,28571.257999999998,,E07000136
2020,64242.341000000015,,E07000137
2020,41405.543000000005,,E07000138
2020,50653.686,,E07000139
2020,39812.187,,E07000140
2020,63255.225,,E07000141
2020,42392.793000000005,,E07000142
2020,59740.901,,E07000143
2020,55860.075,,E07000144
2020,43725.399,,E07000145
2020,65578.88,,E07000146
2020,48419.259999999995,,E07000147
2020,63851.445,,E07000148
2020,59737.931000000004,,E07000149
2020,26097.237,,E07000163
2020,40419.755000000005,,E07000164
2020,70001.077,,E07000165
2020,21798.824,,E07000166
2020,24452.411,,E07000167
2020,50021.19,,E07000168
2020,37437.592000000004,,E07000169
2020,55567.959,,E07000170
2020,50116.752,,E07000171
2020,48711.304000000004,,E07000172
2020,52387.481,,E07000173
2020,47482.821,,E07000174
2020,53211.24399999999,,E07000175
2020,48762.176999999996,,E07000176
2020,50070.697,,E07000187
2020,54044.417,,E07000188
2020,74304.321,,E07000189
2020,51607.386,,E07000190
2020,15844.630000000001,,E07000191
2020,42901.669,,E07000192
2020,50133.05,,E07000193
2020,43495.852,,E07000194
2020,56168.141,,E07000195
2020,47144.761,,E07000196
2020,59078.911,,E07000197
2020,43647.356,,E07000198
2020,32580.917,,E07000199
2020,40438.166,,E07000200
2020,27042.945,,E07000201
2020,60987.982,,E07000202
2020,44614.914000000004,,E07000203
2020,48174.771,,E07000204
2020,57147.826,,E07000205
2020,52982.18400000001,,E07000206
2020,55293.608,,E07000207
2020,31812.074000000004,,E07000208
2020,57170.444,,E07000209
2020,37570.569,,E07000210
2020,59980.258,,E07000211
2020,35218.081,,E07000212
2020,40765.28499999999,,E07000213
2020,35110.124,,E07000214
2020,36224.79,,E07000215
2020,50902.191000000006,,E07000216
2020,39976.380000000005,,E07000217
2020,27215.382000000005,,E07000218
2020,55364.501,,E07000219
2020,45311.776,,E07000220
2020,54871.331000000006,,E07000221
2020,60230.10500000001,,E07000222
2020,28624.347,,E07000223
2020,72656.12,,E07000224
2020,54037.225000000006,,E07000225
2020,45450.687000000005,,E07000226
2020,60407.477,,E07000227
2020,62935.34,,E07000228
2020,51065.899000000005,,E07000229
2020,40995.532999999996,,E07000234
2020,34490.711,,E07000235
2020,35455.234,,E07000236
2020,44593.808,,E07000237
2020,54184.509000000005,,E07000238
2020,45448.258,,E07000239
2020,59285.71100000001,,E07000240
2020,49163.362,,E07000241
2020,63326.583999999995,,E07000242
2020,37420.58,,E07000243
2020,120876.215,,E08000001
2020,81275.584,,E08000002
2020,220396.83599999998,,E08000003
2020,93958.964,,E08000004
2020,91725.58,,E08000005
2020,114769.84100000001,,E08000006
2020,127022.192,,E08000007
2020,98584.39300000001,,E08000008
2020,98641.97099999999,,E08000009
2020,144243.80299999999,,E08000010
2020,63196.33999999999,,E08000011
2020,224101.96000000002,,E08000012
2020,79788.59000000001,,E08000013
2020,120841.17599999999,,E08000014
2020,143825.97499999998,,E08000015
2020,109965.599,,E08000016
2020,130872.438,,E08000017
2020,112256.41399999999,,E08000018
2020,244017.048,,E08000019
2020,123597.86699999998,,E08000021
2020,94786.75899999999,,E08000022
2020,69262.171,,E08000023
2020,122151.38200000001,,E08000024
2020,428783.714,,E08000025
2020,149132.554,,E08000026
2020,134215.949,,E08000027
2020,128036.728,,E08000028
2020,90934.987,,E08000029
2020,113089.228,,E08000030
2020,106325.298,,E08000031
2020,203238.473,,E08000032
2020,94185.60599999999,,E08000033
2020,181383.298,,E08000034
2020,334920.007,,E08000035
2020,149169.27000000002,,E08000036
2020,90998.564,,E08000037
2020,3388.246,,E09000001
2020,80313.207,,E09000002
2020,151910.62900000002,,E09000003
2020,100601.52300000002,,E09000004
2020,116768.89300000001,,E09000005
2020,142931.597,,E09000006
2020,110679.81,,E09000007
2020,156007.509,,E09000008
2020,125537.46500000003,,E09000009
2020,132542.864,,E09000010
2020,112459.708,,E09000011
2020,120786.28199999999,,E09000012
2020,79338.765,,E09000013
2020,111628.14300000001,,E09000014
2020,87278.48599999999,,E09000015
2020,106478.59100000001,,E09000016
2020,111242.649,,E09000017
2020,101605.51700000002,,E09000018
2020,107737.444,,E09000019
2020,75816.04699999999,,E09000020
2020,69922.821,,E09000021
2020,140209.934,,E09000022
2020,132040.96899999998,,E09000023
2020,80667.16500000001,,E09000024
2020,115305.669,,E09000025
2020,110530.838,,E09000026
2020,84257.181,,E09000027
2020,133651.27000000002,,E09000028
2020,83519.372,,E09000029
2020,132306.591,,E09000030
2020,103911.942,,E09000031
2020,134924.38899999997,,E09000032
2020,117453.388,,E09000033
2020,31324.302789,,W06000001
2020,54775.446729999996,,W06000002
2020,52900.22526400001,,W06000003
2020,41923.230912,,W06000004
2020,66736.02227900001,,W06000005
2020,60735.625107,,W06000006
2020,32675.109554,,W06000008
2020,55494.59368699999,,W06000009
2020,81592.61204699999,,W06000010
2020,110170.301971,,W06000011
2020,62026.876435000006,,W06000012
2020,61733.89961400001,,W06000013
2020,56251.17482800001,,W06000014
2020,158145.492065,,W06000015
2020,105267.098145,,W06000016
2020,77305.99517799998,,W06000018
2020,31104.037472000004,,W06000019
2020,39841.035072,,W06000020
2020,40055.078604999995,,W06000021
2020,64135.517349,,W06000022
2020,59770.10823799999,,W06000023
2020,24659.384082999997,,W06000024
2020,22101.0,,S12000005
2020,70027.0,,S12000006
2020,55465.0,,S12000008
2020,46950.0,,S12000010
2020,39977.0,,S12000011
2020,12826.0,,S12000013
2020,73563.0,,S12000014
2020,156969.0,,S12000015
2020,110131.0,,S12000017
2020,37655.0,,S12000018
2020,40287.0,,S12000019
2020,43440.0,,S12000020
2020,64167.0,,S12000021
2020,10558.0,,S12000023
2020,69301.0,,S12000024
2020,55096.0,,S12000026
2020,10502.0,,S12000027
2020,52647.0,,S12000028
2020,148033.0,,S12000029
2020,40405.0,,S12000030
2020,109936.0,,S12000033
2020,114098.0,,S12000034
2020,41660.0,,S12000035
2020,242602.0,,S12000036
2020,86695.0,,S12000038
2020,43126.0,,S12000039
2020,80819.0,,S12000040
2020,54432.0,,S12000041
2020,70998.0,,S12000042
2020,153979.0,,S12000044
2020,41481.0,,S12000045
2020,299596.0,,S12000046
2020,56250.0,,N09000001
2020,82216.0,,N09000002
2020,143921.0,,N09000003
2020,56224.0,,N09000004
2020,58225.0,,N09000005
2020,43820.0,,N09000006
2020,57508.0,,N09000007
2020,56608.0,,N09000008
2020,52000.0,,N09000009
2020,66681.0,,N09000010
2020,67075.0,,N09000011
2021,42050.932,,E06000001
2021,57320.459,,E06000002
2021,62111.484,,E06000003
2021,83228.068,,E06000004
2021,48179.622,,E06000005
2021,55755.525,,E06000006
2021,92844.911,,E06000007
2021,57242.776,,E06000008
2021,62785.710999999996,,E06000009
2021,114388.074,,E06000010
2021,148424.87300000002,,E06000011
2021,70831.37599999999,,E06000012
2021,74005.85800000001,,E06000013
2021,88023.025,,E06000014
2021,106141.23,,E06000015
2021,126541.66,,E06000016
2021,16788.759000000002,,E06000017
2021,129737.375,,E06000018
2021,83408.22300000001,,E06000019
2021,71255.31,,E06000020
2021,110888.71899999998,,E06000021
2021,78422.883,,E06000022
2021,198419.09999999998,,E06000023
2021,97683.58599999998,,E06000024
2021,119425.04699999999,,E06000025
2021,111543.61899999999,,E06000026
2021,62457.903000000006,,E06000027
2021,89561.08999999997,,E06000028
2021,65876.231,,E06000029
2021,95275.89799999999,,E06000030
2021,78818.345,,E06000033
2021,68243.782,,E06000034
2021,115962.73,,E06000035
2021,50455.634,,E06000036
2021,66915.31,,E06000037
2021,67135.826,,E06000038
2021,55651.812999999995,,E06000039
2021,61946.09,,E06000040
2021,65731.813,,E06000041
2021,128972.902,,E06000043
2021,91154.51299999998,,E06000044
2021,102554.587,,E06000045
2021,65235.942,,E06000046
2021,235382.978,,E06000047
2021,168835.72699999998,,E06000049
2021,148754.503,,E06000050
2021,140610.448,,E06000051
2021,247997.371,,E06000052
2021,1022.3550000000001,,E06000053
2021,215300.31699999998,,E06000054
2021,143714.29700000002,,E06000057
2021,43898.045,,E07000008
2021,38278.87699999999,,E07000009
2021,75987.18299999999,,E07000011
2021,65739.315,,E07000012
2021,43748.766,,E07000026
2021,31015.326999999997,,E07000027
2021,49493.31,,E07000028
2021,29555.924000000006,,E07000029
2021,23976.114999999998,,E07000030
2021,47713.269,,E07000031
2021,56022.53700000001,,E07000032
2021,35371.121,,E07000033
2021,48598.242,,E07000034
2021,32327.399999999998,,E07000035
2021,52130.462,,E07000036
2021,41403.944,,E07000037
2021,45200.845,,E07000038
2021,44553.558,,E07000039
2021,65284.815,,E07000040
2021,55026.56599999999,,E07000041
2021,34958.12300000001,,E07000042
2021,41549.471999999994,,E07000043
2021,39021.973,,E07000044
2021,59244.850000000006,,E07000045
2021,30979.871,,E07000046
2021,24342.049999999996,,E07000047
2021,22769.457000000002,,E07000048
2021,39400.465000000004,,E07000049
2021,31169.393999999993,,E07000050
2021,20752.97,,E07000051
2021,47465.413,,E07000052
2021,30016.887,,E07000053
2021,48575.884999999995,,E07000061
2021,43992.91900000001,,E07000062
2021,45789.348,,E07000063
2021,44560.807,,E07000064
2021,71133.193,,E07000065
2021,78828.227,,E07000066
2021,65863.56599999999,,E07000067
2021,32736.864999999994,,E07000068
2021,37852.307,,E07000069
2021,74570.562,,E07000070
2021,82401.66200000001,,E07000071
2021,55727.062999999995,,E07000072
2021,36259.123,,E07000073
2021,27766.331,,E07000074
2021,35366.185999999994,,E07000075
2021,67913.593,,E07000076
2021,36224.705,,E07000077
2021,52276.685,,E07000078
2021,39113.122,,E07000079
2021,37253.273,,E07000080
2021,55008.018000000004,,E07000081
2021,51891.647,,E07000082
2021,39831.369,,E07000083
2021,75717.598,,E07000084
2021,50575.95,,E07000085
2021,56223.73100000001,,E07000086
2021,50440.818999999996,,E07000087
2021,38378.030999999995,,E07000088
2021,38163.990000000005,,E07000089
2021,54578.083,,E07000090
2021,80734.91500000001,,E07000091
2021,38062.047999999995,,E07000092
2021,52344.99100000001,,E07000093
2021,51076.358,,E07000094
2021,40540.43699999999,,E07000095
2021,66324.13200000001,,E07000096
2021,42353.805,,E07000098
2021,57843.365,,E07000099
2021,38946.861000000004,,E07000102
2021,41299.064,,E07000103
2021,54931.852,,E07000105
2021,68396.459,,E07000106
2021,45911.551999999996,,E07000107
2021,51704.46800000001,,E07000108
2021,43829.004,,E07000109
2021,71798.33200000001,,E07000110
2021,50099.64199999999,,E07000111
2021,51995.575000000004,,E07000112
2021,63468.630999999994,,E07000113
2021,66250.71600000001,,E07000114
2021,53388.522,,E07000115
2021,50114.01699999999,,E07000116
2021,37796.741,,E07000117
2021,51329.596000000005,,E07000118
2021,38092.674,,E07000119
2021,34911.945,,E07000120
2021,58985.811,,E07000121
2021,38464.28599999999,,E07000122
2021,57768.926999999996,,E07000123
2021,26262.961000000003,,E07000124
2021,30759.135000000002,,E07000125
2021,47973.592000000004,,E07000126
2021,46797.778000000006,,E07000127
2021,49558.708,,E07000128
2021,42605.652,,E07000129
2021,74324.22899999999,,E07000130
2021,39286.128000000004,,E07000131
2021,50688.62899999999,,E07000132
2021,22593.957000000002,,E07000133
2021,43645.657,,E07000134
2021,20893.191,,E07000135
2021,28680.214000000007,,E07000136
2021,64572.793000000005,,E07000137
2021,41493.973,,E07000138
2021,51023.544,,E07000139
2021,40064.427,,E07000140
2021,63851.937,,E07000141
2021,42760.085,,E07000142
2021,60261.751000000004,,E07000143
2021,56115.452999999994,,E07000144
2021,43905.928,,E07000145
2021,65830.092,,E07000146
2021,48688.012,,E07000147
2021,64136.062,,E07000148
2021,60422.99399999999,,E07000149
2021,26247.662,,E07000163
2021,40556.166,,E07000164
2021,70255.038,,E07000165
2021,21783.279000000002,,E07000166
2021,24619.270000000004,,E07000167
2021,50096.324,,E07000168
2021,37694.725999999995,,E07000169
2021,56063.1,,E07000170
2021,50359.06700000001,,E07000171
2021,48911.997,,E07000172
2021,52727.350999999995,,E07000173
2021,47741.773,,E07000174
2021,53652.27,,E07000175
2021,49078.60500000001,,E07000176
2021,50462.242,,E07000187
2021,54555.388,,E07000188
2021,74742.734,,E07000189
2021,52057.33400000001,,E07000190
2021,15885.558999999997,,E07000191
2021,43087.18000000001,,E07000192
2021,50413.28,,E07000193
2021,43691.23500000001,,E07000194
2021,56504.91099999999,,E07000195
2021,47364.741,,E07000196
2021,59371.664000000004,,E07000197
2021,43833.902,,E07000198
2021,32664.645999999997,,E07000199
2021,40736.932,,E07000200
2021,27249.996,,E07000201
2021,61354.27900000001,,E07000202
2021,45028.735,,E07000203
2021,48384.797000000006,,E07000204
2021,57511.633,,E07000205
2021,53217.958,,E07000206
2021,55595.024000000005,,E07000207
2021,32033.602999999996,,E07000208
2021,57396.632000000005,,E07000209
2021,37760.944,,E07000210
2021,60465.21799999999,,E07000211
2021,35422.921,,E07000212
2021,40913.16,,E07000213
2021,35218.099,,E07000214
2021,36533.398,,E07000215
2021,51088.679,,E07000216
2021,40056.338,,E07000217
2021,27351.38,,E07000218
2021,55703.864,,E07000219
2021,45646.331,,E07000220
2021,55165.584,,E07000221
2021,60492.178,,E07000222
2021,28839.26,,E07000223
2021,73325.539,,E07000224
2021,54459.512,,E07000225
2021,45725.015,,E07000226
2021,60946.329999999994,,E07000227
2021,63501.034,,E07000228
2021,51553.107,,E07000229
2021,41288.485,,E07000234
2021,34711.167,,E07000235
2021,35542.523,,E07000236
2021,44843.709,,E07000237
2021,54652.561,,E07000238
2021,45690.043000000005,,E07000239
2021,59661.748999999996,,E07000240
2021,49632.748,,E07000241
2021,64004.717000000004,,E07000242
2021,37663.67800000001,,E07000243
2021,121350.04799999998,,E08000001
2021,81606.561,,E08000002
2021,221618.36299999995,,E08000003
2021,94407.938,,E08000004
2021,92195.38,,E08000005
2021,115952.50099999999,,E08000006
2021,127638.402,,E08000007
2021,98999.14600000001,,E08000008
2021,99212.66400000002,,E08000009
2021,144997.891,,E08000010
2021,63419.393000000004,,E08000011
2021,225751.446,,E08000012
2021,80200.098,,E08000013
2021,121151.40999999997,,E08000014
2021,144215.643,,E08000015
2021,110923.37400000001,,E08000016
2021,131345.63199999998,,E08000017
2021,112678.57500000001,,E08000018
2021,245250.924,,E08000019
2021,123945.133,,E08000021
2021,95228.78400000001,,E08000022
2021,69486.408,,E08000023
2021,122377.52000000002,,E08000024
2021,430908.741,,E08000025
2021,151089.39399999997,,E08000026
2021,134682.401,,E08000027
2021,128789.99800000002,,E08000028
2021,91496.375,,E08000029
2021,113625.995,,E08000030
2021,106757.239,,E08000031
2021,203695.98100000003,,E08000032
2021,94753.68899999998,,E08000033
2021,182203.248,,E08000034
2021,336397.04299999995,,E08000035
2021,150068.326,,E08000036
2021,91247.72999999998,,E08000037
2021,3345.991,,E09000001
2021,81433.37299999999,,E09000002
2021,153469.07200000001,,E09000003
2021,101522.234,,E09000004
2021,117182.81100000002,,E09000005
2021,144384.88499999998,,E09000006
2021,111503.24399999999,,E09000007
2021,157191.39299999998,,E09000008
2021,125707.45000000001,,E09000009
2021,133846.14099999997,,E09000010
2021,113532.12100000001,,E09000011
2021,122331.08099999999,,E09000012
2021,79298.99799999999,,E09000013
2021,112495.356,,E09000014
2021,87454.364,,E09000015
2021,107575.82699999999,,E09000016
2021,112144.001,,E09000017
2021,102128.28699999998,,E09000018
2021,108715.775,,E09000019
2021,75676.63500000001,,E09000020
2021,70506.692,,E09000021
2021,140767.365,,E09000022
2021,133526.684,,E09000023
2021,80917.06100000002,,E09000024
2021,115935.84399999998,,E09000025
2021,111663.60399999999,,E09000026
2021,84842.40800000001,,E09000027
2021,134678.26,,E09000028
2021,84112.34999999999,,E09000029
2021,134698.588,,E09000030
2021,104528.76700000002,,E09000031
2021,135204.408,,E09000032
2021,118073.22099999999,,E09000033
2021,31375.848890999998,,W06000001
2021,55078.347624999995,,W06000002
2021,53050.111594,,W06000003
2021,42041.54496099999,,W06000004
2021,67017.731734,,W06000005
2021,61131.658294999994,,W06000006
2021,32854.835917,,W06000008
2021,55679.238509999996,,W06000009
2021,81875.93347200002,,W06000010
2021,110957.96968299999,,W06000011
2021,62212.77391100001,,W06000012
2021,62040.474441,,W06000013
2021,56493.666534,,W06000014
2021,160019.80267399995,,W06000015
2021,105847.704988,,W06000016
2021,77585.777955,,W06000018
2021,31159.545051,,W06000019
2021,39963.336554999994,,W06000020
2021,40217.81654199999,,W06000021
2021,64498.112397,,W06000022
2021,59856.885816999995,,W06000023
2021,24693.961189,,W06000024
2021,22189.0,,S12000005
2021,70145.0,,S12000006
2021,55612.0,,S12000008
2021,47491.0,,S12000010
2021,40322.0,,S12000011
2021,12832.0,,S12000013
2021,74119.0,,S12000014
2021,157903.0,,S12000015
2021,110666.0,,S12000017
2021,37655.0,,S12000018
2021,40840.0,,S12000019
2021,43785.0,,S12000020
2021,64220.0,,S12000021
2021,10610.0,,S12000023
2021,69849.0,,S12000024
2021,55341.0,,S12000026
2021,10550.0,,S12000027
2021,52767.0,,S12000028
2021,148882.0,,S12000029
2021,40753.0,,S12000030
2021,110563.0,,S12000033
2021,114997.0,,S12000034
2021,41679.0,,S12000035
2021,245349.0,,S12000036
2021,87220.0,,S12000038
2021,43259.0,,S12000039
2021,81641.0,,S12000040
2021,54657.0,,S12000041
2021,71274.0,,S12000042
2021,154834.0,,S12000044
2021,41812.0,,S12000045
2021,302108.0,,S12000046
2021,56553.0,,N09000001
2021,83008.0,,N09000002
2021,144166.0,,N09000003
2021,56456.0,,N09000004
2021,58386.0,,N09000005
2021,44041.0,,N09000006
2021,58089.0,,N09000007
2021,56901.0,,N09000008
2021,52504.0,,N09000009
2021,67222.0,,N09000010
2021,67428.0,,N09000011
2022,42156.559,,E06000001
2022,57391.815,,E06000002
2022,62227.496,,E06000003
2022,83630.66799999998,,E06000004
2022,48306.436,,E06000005
2022,56000.047999999995,,E06000006
2022,93518.32400000002,,E06000007
2022,57419.691999999995,,E06000008
2022,62720.808,,E06000009
2022,114602.609,,E06000010
2022,149170.16600000003,,E06000011
2022,70934.84700000001,,E06000012
2022,74450.87400000001,,E06000013
2022,88450.61600000001,,E06000014
2022,106682.257,,E06000015
2022,127507.84599999999,,E06000016
2022,16927.185000000005,,E06000017
2022,130211.511,,E06000018
2022,84009.74799999998,,E06000019
2022,71888.06599999999,,E06000020
2022,111302.057,,E06000021
2022,78886.15600000002,,E06000022
2022,199960.168,,E06000023
2022,98677.16299999997,,E06000024
2022,120567.65000000002,,E06000025
2022,111837.62300000002,,E06000026
2022,62905.600000000006,,E06000027
2022,90219.911,,E06000028
2022,66251.745,,E06000029
2022,95980.85,,E06000030
2022,79576.931,,E06000033
2022,69059.398,,E06000034
2022,117078.67300000001,,E06000035
2022,50866.471000000005,,E06000036
2022,67406.528,,E06000037
2022,67521.869,,E06000038
2022,56097.122,,E06000039
2022,62343.901999999995,,E06000040
2022,66287.31700000001,,E06000041
2022,129885.48999999999,,E06000043
2022,91625.16399999999,,E06000044
2022,103073.87999999998,,E06000045
2022,65702.748,,E06000046
2022,236354.64400000003,,E06000047
2022,169741.14600000004,,E06000049
2022,149401.188,,E06000050
2022,141726.268,,E06000051
2022,250073.39299999998,,E06000052
2022,1022.4469999999999,,E06000053
2022,217022.774,,E06000054
2022,144292.284,,E06000057
2022,43869.600999999995,,E07000008
2022,38620.4,,E07000009
2022,76676.17200000002,,E07000011
2022,66354.86800000002,,E07000012
2022,43865.751000000004,,E07000026
2022,30918.546000000002,,E07000027
2022,49589.401,,E07000028
2022,29497.474000000002,,E07000029
2022,24064.360999999997,,E07000030
2022,47826.935999999994,,E07000031
2022,56414.535,,E07000032
2022,35608.848,,E07000033
2022,48779.334,,E07000034
2022,32513.939,,E07000035
2022,52447.22,,E07000036
2022,41635.39899999999,,E07000037
2022,45419.596000000005,,E07000038
2022,45055.698,,E07000039
2022,66032.164,,E07000040
2022,55506.282999999996,,E07000041
2022,35212.112,,E07000042
2022,41728.129,,E07000043
2022,39280.922999999995,,E07000044
2022,59869.081,,E07000045
2022,31290.156000000003,,E07000046
2022,24522.475,,E07000047
2022,22972.533,,E07000048
2022,39689.121,,E07000049
2022,31424.774,,E07000050
2022,20876.235,,E07000051
2022,47858.272,,E07000052
2022,30210.871,,E07000053
2022,49073.518000000004,,E07000061
2022,44314.546,,E07000062
2022,46280.253,,E07000063
2022,45095.629,,E07000064
2022,72043.598,,E07000065
2022,79598.444,,E07000066
2022,66414.40100000001,,E07000067
2022,32993.51,,E07000068
2022,38121.729999999996,,E07000069
2022,75190.93,,E07000070
2022,83351.124,,E07000071
2022,56247.21699999999,,E07000072
2022,36494.78600000001,,E07000073
2022,28012.173000000003,,E07000074
2022,35694.125,,E07000075
2022,68655.67,,E07000076
2022,36708.21000000001,,E07000077
2022,52515.391,,E07000078
2022,39417.880999999994,,E07000079
2022,37576.228,,E07000080
2022,55525.64899999999,,E07000081
2022,52409.45,,E07000082
2022,40304.276000000005,,E07000083
2022,76300.53,,E07000084
2022,50973.91500000001,,E07000085
2022,56649.439999999995,,E07000086
2022,50800.526,,E07000087
2022,38650.67599999999,,E07000088
2022,38423.178,,E07000089
2022,54944.429000000004,,E07000090
2022,81249.54800000001,,E07000091
2022,38207.262,,E07000092
2022,52804.96699999999,,E07000093
2022,51486.554000000004,,E07000094
2022,40850.87599999999,,E07000095
2022,66932.637,,E07000096
2022,42684.172,,E07000098
2022,58399.477,,E07000099
2022,39331.009,,E07000102
2022,41715.031,,E07000103
2022,55643.840000000004,,E07000105
2022,69119.24100000002,,E07000106
2022,46492.418999999994,,E07000107
2022,52167.53000000001,,E07000108
2022,44221.399000000005,,E07000109
2022,72608.131,,E07000110
2022,50488.140999999996,,E07000111
2022,52522.201,,E07000112
2022,64275.004,,E07000113
2022,67030.411,,E07000114
2022,53937.808,,E07000115
2022,50469.936,,E07000116
2022,37869.19600000001,,E07000117
2022,51903.354,,E07000118
2022,38373.1,,E07000119
2022,34915.315,,E07000120
2022,59114.498999999996,,E07000121
2022,38573.558000000005,,E07000122
2022,57743.899000000005,,E07000123
2022,26431.011,,E07000124
2022,30929.513999999996,,E07000125
2022,48179.162,,E07000126
2022,46964.616,,E07000127
2022,49856.723,,E07000128
2022,42968.393,,E07000129
2022,75064.324,,E07000130
2022,39716.808999999994,,E07000131
2022,51144.411,,E07000132
2022,22686.148999999998,,E07000133
2022,44109.51699999999,,E07000134
2022,20959.976,,E07000135
2022,28850.981999999996,,E07000136
2022,64909.903000000006,,E07000137
2022,41606.341,,E07000138
2022,51420.386,,E07000139
2022,40399.914000000004,,E07000140
2022,64498.001000000004,,E07000141
2022,43124.763000000006,,E07000142
2022,60884.958999999995,,E07000143
2022,56476.068000000014,,E07000144
2022,44138.342000000004,,E07000145
2022,66270.318,,E07000146
2022,49041.94899999999,,E07000147
2022,64460.64000000001,,E07000148
2022,61160.05500000001,,E07000149
2022,26397.656,,E07000163
2022,40737.85,,E07000164
2022,70612.295,,E07000165
2022,21794.589999999997,,E07000166
2022,24808.046000000002,,E07000167
2022,50244.48500000001,,E07000168
2022,38026.861999999994,,E07000169
2022,56538.812,,E07000170
2022,50643.748,,E07000171
2022,49183.532999999996,,E07000172
2022,53090.387,,E07000173
2022,48064.227,,E07000174
2022,54153.8,,E07000175
2022,49505.926,,E07000176
2022,50930.937000000005,,E07000187
2022,55129.678,,E07000188
2022,75291.87,,E07000189
2022,52608.64,,E07000190
2022,15965.54,,E07000191
2022,43298.179000000004,,E07000192
2022,50724.329,,E07000193
2022,43953.978,,E07000194
2022,56855.471999999994,,E07000195
2022,47624.846000000005,,E07000196
2022,59643.993,,E07000197
2022,44019.270000000004,,E07000198
2022,32767.876,,E07000199
2022,41097.636,,E07000200
2022,27484.349000000002,,E07000201
2022,61810.56599999999,,E07000202
2022,45508.353,,E07000203
2022,48700.295000000006,,E07000204
2022,58019.168000000005,,E07000205
2022,53571.449,,E07000206
2022,56013.671,,E07000207
2022,32325.503000000004,,E07000208
2022,57714.84299999999,,E07000209
2022,38013.199,,E07000210
2022,61056.633,,E07000211
2022,35671.543000000005,,E07000212
2022,41175.873999999996,,E07000213
2022,35434.083,,E07000214
2022,36884.51899999999,,E07000215
2022,51354.515,,E07000216
2022,40278.258,,E07000217
2022,27529.040999999997,,E07000218
2022,56021.97600000001,,E07000219
2022,46025.15700000001,,E07000220
2022,55516.465,,E07000221
2022,60797.172999999995,,E07000222
2022,29099.743000000002,,E07000223
2022,74165.394,,E07000224
2022,54952.253,,E07000225
2022,46055.145000000004,,E07000226
2022,61590.054000000004,,E07000227
2022,64182.729000000014,,E07000228
2022,52125.26999999999,,E07000229
2022,41590.828,,E07000234
2022,34975.563,,E07000235
2022,35683.459,,E07000236
2022,45097.634,,E07000237
2022,55201.731,,E07000238
2022,45930.547,,E07000239
2022,60150.995,,E07000240
2022,50164.611000000004,,E07000241
2022,64731.102,,E07000242
2022,37946.965,,E07000243
2022,121856.94200000001,,E08000001
2022,81963.88299999999,,E08000002
2022,223366.92200000002,,E08000003
2022,95023.16700000002,,E08000004
2022,92687.205,,E08000005
2022,116912.49400000002,,E08000006
2022,128396.234,,E08000007
2022,99454.509,,E08000008
2022,99962.404,,E08000009
2022,145711.82700000002,,E08000010
2022,63647.512,,E08000011
2022,227098.809,,E08000012
2022,80592.91700000002,,E08000013
2022,121552.05600000001,,E08000014
2022,144716.088,,E08000015
2022,111839.958,,E08000016
2022,131917.032,,E08000017
2022,113217.57,,E08000018
2022,246597.06300000002,,E08000019
2022,124360.60500000001,,E08000021
2022,95670.75600000001,,E08000022
2022,69664.96100000001,,E08000023
2022,122640.872,,E08000024
2022,434167.745,,E08000025
2022,153043.228,,E08000026
2022,135207.882,,E08000027
2022,129801.99099999998,,E08000028
2022,92044.682,,E08000029
2022,114310.56,,E08000030
2022,107281.80399999999,,E08000031
2022,204550.777,,E08000032
2022,95307.178,,E08000033
2022,183343.81900000002,,E08000034
2022,337882.69200000004,,E08000035
2022,151052.331,,E08000036
2022,91563.759,,E08000037
2022,3331.777,,E09000001
2022,82702.095,,E09000002
2022,155622.04499999998,,E09000003
2022,102608.406,,E09000004
2022,118197.03000000001,,E09000005
2022,145981.529,,E09000006
2022,112973.63600000001,,E09000007
2022,158830.105,,E09000008
2022,126485.68699999999,,E09000009
2022,135367.985,,E09000010
2022,115245.744,,E09000011
2022,124218.72499999999,,E09000012
2022,79564.205,,E09000013
2022,113965.64300000001,,E09000014
2022,88168.57699999999,,E09000015
2022,108737.003,,E09000016
2022,113546.67,,E09000017
2022,103138.85899999998,,E09000018
2022,109937.965,,E09000019
2022,75755.44399999999,,E09000020
2022,71332.91399999999,,E09000021
2022,141857.29100000003,,E09000022
2022,135284.766,,E09000023
2022,81549.571,,E09000024
2022,117808.462,,E09000025
2022,113275.06,,E09000026
2022,85678.067,,E09000027
2022,136122.658,,E09000028
2022,85015.338,,E09000029
2022,137390.245,,E09000030
2022,105769.89,,E09000031
2022,136063.484,,E09000032
2022,119172.521,,E09000033
2022,31431.565597999994,,W06000001
2022,55401.750435,,W06000002
2022,53215.901298000004,,W06000003
2022,42174.870057,,W06000004
2022,67314.42807200001,,W06000005
2022,61540.267517,,W06000006
2022,33046.349397,,W06000008
2022,55889.723863,,W06000009
2022,82184.68014699999,,W06000010
2022,111784.73835799999,,W06000011
2022,62410.51141400001,,W06000012
2022,62367.403931999994,,W06000013
2022,56757.298393000005,,W06000014
2022,161967.865326,,W06000015
2022,106473.09552000002,,W06000016
2022,77897.123018,,W06000018
2022,31227.537712000005,,W06000019
