GEOGRAPHY_CODE,YEAR,HOUSEHOLDS,CUM_HOUSEHOLDS,D_JOBS,CUM_D_JOBS
E06000030,2050,-147.049873771571,-4982.73840314485,-15.1044521411432,-511.809577334625
E06000032,2050,-162.482119589427,-5248.03437536578,-16.6895988155856,-539.059857888241
E06000042,2050,-228.216773618699,-8333.46829700812,4400.16589411158,136275.848463806
E06000055,2050,-187.557484166843,-6394.27378100017,-19.2652531460996,-656.797587276514
E07000008,2050,-36.6430244158116,-908.863749290238,4419.84368404854,137038.47804778
E07000009,2050,-60.5269202882739,-2120.27657060495,-6.21711496444529,-217.787442894638
E07000099,2050,-119.673225245688,-3884.66652946059,-12.2924179187511,-399.019449480698
E07000151,2050,-56.7230576108322,-1995.07571609522,-5.82639540590862,-204.927246102425
E07000154,2050,-178.893173356632,-6186.96442786639,-18.3752852419305,-635.503490773687
E07000155,2050,-69.5250800611474,-2486.52542004804,-7.1413746741738,-255.407252257789
E07000156,2050,-53.3248782703634,-1811.20193998688,-5.47734623028767,-186.040370649856
E07000177,2050,-84.7464739025991,-2852.5864148504,-8.70486336615898,-293.007765844905
E07000178,2050,-43.5988140642107,-1188.0291820922,4419.12920950223,137009.803144422
E07000179,2050,-84.456552435029,-2667.84080716314,-8.675083640279,-274.031338881536
E07000180,2050,-88.1296662153292,-3106.03695042584,-9.05237312635977,-319.041324300678
E07000181,2050,-49.5225659751052,-1646.46504791441,-5.08678592162244,-169.119169438527
E07000242,2050,-144.961767372785,-4855.51249111157,-14.8899691065296,-498.741373669214
E07000243,2050,-77.883190390915,-2387.02731810439,-7.99989072881849,-245.187152910563
E07000004,2050,8402.99012557327,261733.752282332,2632.56896262814,81737.1150474618
E06000056,2050,4396.97483839266,137547.278379734,1336.36348471253,41554.7452320779
E07000012,2050,4396.97483839266,137547.278379734,1336.36348471253,41554.7452320779
E07000011,2050,4396.97483839266,137547.278379734,1336.36348471253,41554.7452320779
