GEOGRAPHY_CODE,YEAR,GVA,JOBS,HOUSEHOLDS
E07000152,2041,0.0,0,-176
E07000153,2041,0.0,0,-242
E07000154,2041,0.0,0,-325
E07000155,2041,0.0,0,-160
E07000156,2041,0.0,0,-122
E07000177,2041,256.144416,2181,2849
E07000178,2041,331.104553,3193,-137
E07000179,2041,73.834928,736,-234
E07000180,2041,91.201264,819,-320
E07000181,2041,58.106541,496,-204
E06000031,2042,0.0,0,-479
E06000032,2042,0.0,0,-199
E06000042,2042,542.828036,4860,-748
E06000055,2042,199.162587,2078,-396
E06000056,2042,275.058377,2898,5623
E07000004,2042,282.988417,2448,2660
E07000005,2042,0.0,0,-90
E07000006,2042,-0.0,0,-112
E07000007,2042,0.0,0,-248
E07000008,2042,242.072071,2781,-337
E07000009,2042,30.26027,345,-151
E07000010,2042,0.0,0,-196
E07000011,2042,63.404539,664,-336
E07000012,2042,296.383656,2936,2765
E07000150,2042,0.0,0,-208
E07000151,2042,0.0,0,-140
E07000152,2042,0.0,0,-176
E07000153,2042,0.0,0,-242
E07000154,2042,0.0,0,-325
E07000155,2042,0.0,0,-160
E07000156,2042,0.0,0,-122
E07000177,2042,256.144416,2181,2849
E07000178,2042,331.104553,3193,-137
E07000179,2042,73.834928,736,-234
E07000180,2042,91.201264,819,-320
E07000181,2042,58.106541,496,-204
E06000031,2043,0.0,0,-479
E06000032,2043,0.0,0,-199
E06000042,2043,542.828036,4860,-748
E06000055,2043,199.162587,2078,-396
E06000056,2043,275.058377,2898,5623
E07000004,2043,282.988417,2448,2660
E07000005,2043,0.0,0,-90
E07000006,2043,0.0,0,-112
E07000007,2043,0.0,0,-248
E07000008,2043,242.072071,2781,-337
E07000009,2043,30.26027,345,-151
E07000010,2043,0.0,0,-196
E07000011,2043,63.404539,664,-336
E07000012,2043,296.383656,2936,2765
E07000150,2043,0.0,0,-208
E07000151,2043,0.0,0,-140
E07000152,2043,0.0,0,-176
E07000153,2043,0.0,0,-242
E07000154,2043,0.0,0,-325
E07000155,2043,-0.0,0,-160
E07000156,2043,0.0,0,-122
E07000177,2043,256.144416,2181,2849
E07000178,2043,331.104553,3193,-137
E07000179,2043,73.834928,736,-234
E07000180,2043,91.201264,819,-320
E07000181,2043,58.106541,496,-204
E06000031,2044,0.0,0,-479
E06000032,2044,0.0,0,-199
E06000042,2044,542.828036,4860,-748
E06000055,2044,199.162587,2078,-396
E06000056,2044,275.058377,2898,5623
E07000004,2044,282.988417,2448,2660
E07000005,2044,0.0,0,-90
E07000006,2044,-0.0,0,-112
E07000007,2044,0.0,0,-248
E07000008,2044,242.072071,2781,-337
E07000009,2044,30.26027,345,-151
E07000010,2044,0.0,0,-196
E07000011,2044,63.404539,664,-336
E07000012,2044,296.383656,2936,2765
E07000150,2044,0.0,0,-208
E07000151,2044,0.0,0,-140
E07000152,2044,0.0,0,-176
E07000153,2044,0.0,0,-242
E07000154,2044,0.0,0,-325
E07000155,2044,0.0,0,-160
E07000156,2044,0.0,0,-122
E07000177,2044,256.144416,2181,2849
E07000178,2044,331.104553,3193,-137
E07000179,2044,73.834928,736,-234
E07000180,2044,91.201264,819,-320
E07000181,2044,58.106541,496,-204
E06000031,2045,0.0,0,-479
E06000032,2045,0.0,0,-199
E06000042,2045,542.828036,4860,-748
E06000055,2045,199.162587,2078,-396
E06000056,2045,275.058377,2898,5623
E07000004,2045,282.988417,2448,2660
E07000005,2045,0.0,0,-90
E07000006,2045,0.0,0,-112
E07000007,2045,0.0,0,-248
E07000008,2045,242.072071,2781,-337
E07000009,2045,30.26027,345,-151
E07000010,2045,0.0,0,-196
E07000011,2045,63.404539,664,-336
E07000012,2045,296.383656,2936,2765
E07000150,2045,0.0,0,-208
E07000151,2045,0.0,0,-140
E07000152,2045,-0.0,0,-176
E07000153,2045,0.0,0,-242
E07000154,2045,0.0,0,-325
E07000155,2045,0.0,0,-160
E07000156,2045,-0.0,0,-122
E07000177,2045,256.144416,2181,2849
E07000178,2045,331.104553,3193,-137
E07000179,2045,73.834928,736,-234
E07000180,2045,91.201264,819,-320
E07000181,2045,58.106541,496,-204
E06000031,2046,0.0,0,-479
E06000032,2046,0.0,0,-199
E06000042,2046,542.828036,4860,-748
E06000055,2046,199.162587,2078,-396
E06000056,2046,275.058377,2898,5623
E07000004,2046,282.988417,2448,2660
E07000005,2046,0.0,0,-90
E07000006,2046,0.0,0,-112
E07000007,2046,0.0,0,-248
E07000008,2046,242.072071,2781,-337
E07000009,2046,30.26027,345,-151
E07000010,2046,0.0,0,-196
E07000011,2046,63.404539,664,-336
E07000012,2046,296.383656,2936,2765
E07000150,2046,0.0,0,-208
E07000151,2046,0.0,0,-140
E07000152,2046,0.0,0,-176
E07000153,2046,0.0,0,-242
E07000154,2046,0.0,0,-325
E07000155,2046,-0.0,0,-160
E07000156,2046,0.0,0,-122
E07000177,2046,256.144416,2181,2849
E07000178,2046,331.104553,3193,-137
E07000179,2046,73.834928,736,-234
E07000180,2046,91.201264,819,-320
E07000181,2046,58.106541,496,-204
E06000031,2047,0.0,0,-479
E06000032,2047,0.0,0,-199
E06000042,2047,542.828036,4860,-748
E06000055,2047,199.162587,2078,-396
E06000056,2047,275.058377,2898,5623
E07000004,2047,282.988417,2448,2660
E07000005,2047,-0.0,0,-90
E07000006,2047,0.0,0,-112
E07000007,2047,0.0,0,-248
E07000008,2047,242.072071,2781,-337
E07000009,2047,30.26027,345,-151
E07000010,2047,0.0,0,-196
E07000011,2047,63.404539,664,-336
E07000012,2047,296.383656,2936,2765
E07000150,2047,0.0,0,-208
E07000151,2047,0.0,0,-140
E07000152,2047,0.0,0,-176
E07000153,2047,0.0,0,-242
E07000154,2047,-0.0,0,-325
E07000155,2047,0.0,0,-160
E07000156,2047,-0.0,0,-122
E07000177,2047,256.144416,2181,2849
E07000178,2047,331.104553,3193,-137
E07000179,2047,73.834928,736,-234
E07000180,2047,91.201264,819,-320
E07000181,2047,58.106541,496,-204
E06000031,2048,0.0,0,-479
E06000032,2048,0.0,0,-199
E06000042,2048,542.828036,4860,-748
E06000055,2048,199.162587,2078,-396
E06000056,2048,275.058377,2898,5623
E07000004,2048,282.988417,2448,2660
E07000005,2048,0.0,0,-90
E07000006,2048,-0.0,0,-112
E07000007,2048,0.0,0,-248
E07000008,2048,242.072071,2781,-337
E07000009,2048,30.26027,345,-151
E07000010,2048,0.0,0,-196
E07000011,2048,63.404539,664,-336
E07000012,2048,296.383656,2936,2765
E07000150,2048,0.0,0,-208
E07000151,2048,0.0,0,-140
E07000152,2048,0.0,0,-176
E07000153,2048,0.0,0,-242
E07000154,2048,0.0,0,-325
E07000155,2048,-0.0,0,-160
E07000156,2048,0.0,0,-122
E07000177,2048,256.144416,2181,2849
E07000178,2048,331.104553,3193,-137
